ami_,failure_scenarios,description,relevant_vulnerabilities,impacts,potential_mitigations,nist_csf_subcategory,domain,source_file,scenario_raw,scenario_id,csf_subcategory,nist_function,der_,dgm_
,,,,,M9F) Train personnel regarding social engineering techniques,PR.AT-1: All users are informed and trained ,AMI,ami.csv,,70,PR.AT-1: All users are informed and trained ,PR,,
,,,,,M9G) Restrict Internet access using firewall rules,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.AC-3: Remote access is managed",AMI,ami.csv,,71,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.AC-3: Remote access is managed",PR,,
,,,,,M9H) Require VPNs for internal connections from the Internet,"PR.PT-4: Communications and control networks are protected
PR.AC-3: Remote access is managed",AMI,ami.csv,,72,"PR.PT-4: Communications and control networks are protected
PR.AC-3: Remote access is managed",PR,,
,,,,,M9I) Restrict Internet access for the AMI headend system,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.AC-3: Remote access is managed",AMI,ami.csv,,73,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.AC-3: Remote access is managed",PR,,
,,,,,M9J) Isolate networks for the AMI headend system from the Internet,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)",AMI,ami.csv,,74,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)",PR,,
,,,,,M9K) Authenticate devices connecting to the AMI headend system,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)



",AMI,ami.csv,,75,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)



",PR,,
,,,,,M9L) Require approved cryptographic algorithms for the AMI headend system,"PR.DS-2: Data-in-transit is protected
PR.PT-4: Communications and control networks are protected",AMI,ami.csv,,76,"PR.DS-2: Data-in-transit is protected
PR.PT-4: Communications and control networks are protected",PR,,
,,,,,M9M) Enforce least privilege to the minimum number of systems and/or individuals requiring MDMS access,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",AMI,ami.csv,,77,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
10.0,Unauthorized Pricing Information Impacts Utility Revenue,"The threat agent sends out unauthorized pricing information, such as Time-of-Use (TOU) pricing. This may result in either a loss or increase in utility revenue until the invalid price is recognized. At that point law suits may occur",V10A) Network interconnections provide users and hardware/software entities with access unnecessary for their roles at the enterprise boundary,I10A) Potential for brownout or blackout depending upon the level of response from TOU participants,M10A) Validate data to detect a person overriding the calculated prices or entering inconsistent prices in the price calculation system,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",AMI,ami.csv,,78,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,,,V10B) System relies on credentials that are easy to obtain for access to pricing change functions,I10B) Utility will lose or gain revenue due to invalid prices,M10B) Create audit log when a person overrides the calculated prices or enters inconsistent prices in the price calculation system,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy",AMI,ami.csv,,79,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy",PR,,
,,,V10C) System permits unauthorized changes to accounts required to make TOU pricing changes,I10C) Lawsuits might be required to resolve the discrepancies,M10C) Generate alarms when a person overrides the calculated prices or enters inconsistent prices in the price calculation system,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events",AMI,ami.csv,,80,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events",DE,,
,,,"V10D) Configuration changes are not verified for correctness in pricing data (e.g., TOU pricing)",,M10D) Restrict Internet access using firewall rules,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.AC-3: Remote access is managed",AMI,ami.csv,,81,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.AC-3: Remote access is managed",PR,,
,,,,,M10E) Require VPNs for internal connections from the Internet,"PR.PT-4: Communications and control networks are protected
PR.AC-3: Remote access is managed",AMI,ami.csv,,82,"PR.PT-4: Communications and control networks are protected
PR.AC-3: Remote access is managed",PR,,
,,,,,M10F) Detect unauthorized access between the Internet and AMI,"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",AMI,ami.csv,,83,"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,,
,,,,,M10G) Restrict network access between the Internet and AMI,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)
PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",AMI,ami.csv,,84,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)
PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,,M10E) Require multi-factor authentication for price changes,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",AMI,ami.csv,,85,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,
